DOI,Title,Author,Journal,Publication Year,Abstract Note,LitmapsId,Cited By,References,PubMedId
10.2224/SBP.8189,Ego depletion and self-control: The moderating role of public service motivation,"Xiaoling Sun, Mingzheng Wu, Qian Chen,",Social Behavior and Personality,2019,"The importance of self-control failure and employee outcomes in public sector organizations in China is increasing. In this study, drawing on ego depletion theory and public service motivation (PSM) literature, we proposed that PSM would serve as a buffer against the detrimental effect of ego depletion on self-control. We used an experimental design to manipulate ego depletion with 95 Chinese public servant participants. Results showed that self-persuasion intervention can increase state PSM, and this contributes to higher self-control performance after an act of self-control. Results also indicated that higher trait PSM significantly correlates with higher self-control performance after ego depletion. Implications for cultivating PSM of employees in public sector organizations in China are discussed.",118031676,2,30,
10.1097/01.ALC.0000060879.61384.A4,Ego depletion and self-regulation failure: a resource model of self-control.,"R. Baumeister,","Alcoholism, clinical and experimental research",2003,"Effective self-regulation is an important key to successful functioning in many spheres, and failed self-regulation may be centrally conducive to substance abuse and addiction. The program of research summarized here indicates that self-regulation operates as a limited resource, akin to strength or energy, especially insofar as it becomes depleted after use-leaving the depleted self subsequently vulnerable to impulsive and undercontrolled behaviors (including increased consumption of alcohol). The self's resources, which are also used for decision-making and active responding, can be replenished by rest and positive emotions.",23430044,219,14,12605077
10.1037/A0019486,Ego depletion and the strength model of self-control: a meta-analysis.,"M. Hagger, Chantelle Wood, Chris Stiff, N. Chatzisarantis,",Psychological bulletin,2010,"According to the strength model, self-control is a finite resource that determines capacity for effortful control over dominant responses and, once expended, leads to impaired self-control task performance, known as ego depletion. A meta-analysis of 83 studies tested the effect of ego depletion on task performance and related outcomes, alternative explanations and moderators of the effect, and additional strength model hypotheses. Results revealed a significant effect of ego depletion on self-control task performance. Significant effect sizes were found for ego depletion on effort, perceived difficulty, negative affect, subjective fatigue, and blood glucose levels. Small, nonsignificant effects were found for positive affect and self-efficacy. Moderator analyses indicated minimal variation in the effect across sphere of depleting and dependent task, frequently used depleting and dependent tasks, presentation of tasks as single or separate experiments, type of dependent measure and control condition task, and source laboratory. The effect size was moderated by depleting task duration, task presentation by the same or different experimenters, intertask interim period, dependent task complexity, and use of dependent tasks in the choice and volition and cognitive spheres. Motivational incentives, training on self-control tasks, and glucose supplementation promoted better self-control in ego-depleted samples. Expecting further acts of self-control exacerbated the effect. Findings provide preliminary support for the ego-depletion effect and strength model hypotheses. Support for motivation and fatigue as alternative explanations for ego depletion indicate a need to integrate the strength model with other theories. Findings provide impetus for future investigation testing additional hypotheses and mechanisms of the ego-depletion effect.",26453808,1928,189,20565167
10.1002/AB.21805,Ego depletion and the use of force: Investigating the effects of ego depletion on police officersâ€™ intention to use force,"Mario S. Staller, M. MÃ¼ller, P. Christiansen, Benjamin Zaiser, Swen KÃ¶rner, J. Cole,",Aggressive Behavior,2019,"The current study aims to investigate corresponding self-control and self-control failures that are the result of ego depletion and its impact on police officers' decision to use force. For that purpose, a total of 200 German police recruits were randomly assigned to either an experimental or control group. Ego depletion was manipulated using the ""e"" crossing task. Participants then worked through a video-based scenario exercise, in which they encountered a provocative citizen. They were required to indicate the time that they would take to resort to using force to resolve the situation. Results showed that ego depleted officers intended to use force earlier than controls. This indicates that circumstances that produce ego depletion could lead to the inappropriate use of force by reducing self-control. This has major implications for the police use of force and how we understand police officers' decision making in response to provocation.",113013053,15,74,30575979
10.1521/SOCO.2000.18.2.130,"Ego Depletion: A Resource Model of Volition, Self-Regulation, and Controlled Processing","R. Baumeister, M. Muraven, D. Tice,",(missing journal),2000,"Making choices, responding actively instead of passively, restraining impulses, and other acts of self-control and volition all draw on a common resource that is limited and renewable, akin to strength or energy. After an act of choice or self-control, the self's resources have been expended, producing the condition of ego depletion. In this state, the self is less able to function effectively, such as by regulating itself or exerting volition. Effects of ego depletion appear to reflect an effort to conserve remaining resources rather than full exhaustion, although in principle full exhaustion is possible. This versatile but limited resource is crucial to the self's optimal functioning, and the pervasive need to conserve it may result in the commonly heavy reliance on habit, routine, and automatic processes.",189486083,563,28,
10.1016/J.JESP.2005.02.005,Ego depletion by response exaggeration,"Brandon J. Schmeichel, Heath A. Demaree, Jennifer L. Robinson, Jie Pu,",Journal of Experimental Social Psychology,2006,"Suppressing or inhibiting responses has a host of negative effects, including a temporary reduction in self-regulatory strength (ego depletion). Less attention has been given to response exaggeration, which should also deplete regulatory strength and therefore disrupt subsequent self-control. We tested the depletion hypothesis by having participants perform tests of cognitive fluency after exaggerating responses (or not) to a disgusting film clip. Response exaggeration produced increased emotional expression but did not increase subjective emotional experience. Moreover, exaggerating disgust reactions impaired subsequent performance on tests of cognitive fluency. The cognitive aftereffects of exaggeration were not attributable to emotional experience or to changes in sympathetic or parasympathetic arousal (as indicated by skin conductance and heart rate variability high frequency power, respectively). Poorer cognitive fluency after response exaggeration indicates a detrimental effect of purposeful self-regulation.",50893525,80,30,
10.1080/01443410903563330,Ego depletion effects on mathematics performance in primary school students: why take the hard road?,"D. Price, G. Yates,",(missing journal),2010,"Reduction in performance level following on from brief periods of selfâ€control is referred to as ego depletion. This study aimed to investigate if a brief ego depletion experience would impact upon primary school students working through an online mathematics exercise involving 40 computational trials. Seventyâ€two students participated in the control group, and 80 students participated in the ego depletion group. The students were 10â€“14 years of age. A threeâ€minute task involving resistance to distraction was used as the depletion experience. Before each trial, participants selected task difficulty level. Control group students began by working at a moderate difficulty level and then progressed to work on more difficult items. Egoâ€depleted students chose to work on easy problems throughout. Ego depletion did not markedly affect error rate after the first trial. Depletion effects can be evident in studentsâ€™ academic application through encouraging students to undertake easier options.",38766373,21,26,
10.1371/JOURNAL.PONE.0109370,Ego Depletion Impairs Implicit Learning,"Kelsey R. Thompson, Daniel J. Sanchez, Abigail H. Wesley, P. Reber,",PloS one,2014,"Implicit skill learning occurs incidentally and without conscious awareness of what is learned. However, the rate and effectiveness of learning may still be affected by decreased availability of central processing resources. Dual-task experiments have generally found impairments in implicit learning, however, these studies have also shown that certain characteristics of the secondary task (e.g., timing) can complicate the interpretation of these results. To avoid this problem, the current experiments used a novel method to impose resource constraints prior to engaging in skill learning. Ego depletion theory states that humans possess a limited store of cognitive resources that, when depleted, results in deficits in self-regulation and cognitive control. In a first experiment, we used a standard ego depletion manipulation prior to performance of the Serial Interception Sequence Learning (SISL) task. Depleted participants exhibited poorer test performance than did non-depleted controls, indicating that reducing available executive resources may adversely affect implicit sequence learning, expression of sequence knowledge, or both. In a second experiment, depletion was administered either prior to or after training. Participants who reported higher levels of depletion before or after training again showed less sequence-specific knowledge on the post-training assessment. However, the results did not allow for clear separation of ego depletion effects on learning versus subsequent sequence-specific performance. These results indicate that performance on an implicitly learned sequence can be impaired by a reduction in executive resources, in spite of learning taking place outside of awareness and without conscious intent.",120468577,8,31,25275517
10.1037/A0026623,Ego depletion increases ad-lib alcohol consumption: investigating cognitive mediators and moderators.,"P. Christiansen, J. Cole, M. Field,",Experimental and clinical psychopharmacology,2012,"When self-control resources are depleted (""ego depletion""), alcohol-seeking behavior becomes closely associated with automatic alcohol-related processing biases (e.g., Ostafin, Marlatt, & Greenwald, 2008). The current study aimed to replicate and extend these findings, and also to investigate whether the effects of ego depletion on drinking behavior would be mediated by temporary impairments in executive function or increases in impulsivity. Eighty heavy social drinkers (46 female) initially completed measures of automatic approach tendencies (stimulus response compatibility [SRC] task) and attentional bias (visual probe task) elicited by alcohol-related cues. Participants were then exposed to either an ego depletion manipulation or a control manipulation, before completing a bogus taste test in order to assess ad-lib alcohol consumption. In a subsequent testing session, we examined effects of the ego depletion manipulation (vs. control manipulation) on 3 aspects of executive function (inhibitory control, phonemic fluency, and delay discounting). Results indicated that the ego depletion manipulation increased ad-lib drinking, relative to the control manipulation. Automatic approach tendencies, but not attentional bias, predicted ad-lib drinking, although this effect was not moderated by ego depletion. Ego depletion had inconsistent effects on measures of executive function and impulsivity, and none of these measures mediated the effect of ego depletion on ad-lib drinking. However, the effect of ego depletion on ad-lib drinking was mediated by self-reported effort in suppressing emotion and thoughts during the manipulation. Implications for the effects of self-control strength on drinking behavior, and cognitive mediators of these effects, are discussed.",34543562,74,66,22182418
10.1080/00224545.2012.683894,Ego Depletion Increases Risk-Taking,"P. Fischer, A. KastenmÃ¼ller, Kathrin Asal,",The Journal of social psychology,2012,"ABSTRACT We investigated how the availability of self-control resources affects risk-taking inclinations and behaviors. We proposed that risk-taking often occurs from suboptimal decision processes and heuristic information processing (e.g., when a smoker suppresses or neglects information about the health risks of smoking). Research revealed that depleted self-regulation resources are associated with reduced intellectual performance and reduced abilities to regulate spontaneous and automatic responses (e.g., control aggressive responses in the face of frustration). The present studies transferred these ideas to the area of risk-taking. We propose that risk-taking is increased when individuals find themselves in a state of reduced cognitive self-control resources (ego-depletion). Four studies supported these ideas. In Study 1, ego-depleted participants reported higher levels of sensation seeking than non-depleted participants. In Study 2, ego-depleted participants showed higher levels of risk-tolerance in critical road traffic situations than non-depleted participants. In Study 3, we ruled out two alternative explanations for these results: neither cognitive load nor feelings of anger mediated the effect of ego-depletion on risk-taking. Finally, Study 4 clarified the underlying psychological process: ego-depleted participants feel more cognitively exhausted than non-depleted participants and thus are more willing to take risks. Discussion focuses on the theoretical and practical implications of these findings.",28552312,60,38,22931000
10.3389/FPSYG.2017.01672,Ego Depletion in Real-Time: An Examination of the Sequential-Task Paradigm,"M. Arber, M. Ireland, Roy Feger, Jessica Marrington, Joshua Tehan, G. Tehan,",Front. Psychol.,2017,"Current research into self-control that is based on the sequential task methodology is currently at an impasse. The sequential task methodology involves completing a task that is designed to tax self-control resources which in turn has carry-over effects on a second, unrelated task. The current impasse is in large part due to the lack of empirical research that tests explicit assumptions regarding the initial task. Five studies test one key, untested assumption underpinning strength (finite resource) models of self-regulation: Performance will decline over time on a task that depletes self-regulatory resources. In the aftermath of high profile replication failures using a popular letter-crossing task and subsequent criticisms of that task, the current studies examined whether depletion effects would occur in real time using letter-crossing tasks that did not invoke habit-forming and breaking, and whether these effects were moderated by administration type (paper and pencil vs. computer administration). Sample makeup and sizes as well as response formats were also varied across the studies. The five studies yielded a clear and consistent pattern of increasing performance deficits (errors) as a function of time spent on task with generally large effects and in the fifth study the strength of negative transfer effects to a working memory task were related to individual differences in depletion. These results demonstrate that some form of depletion is occurring on letter-crossing tasks though whether an internal regulatory resource reservoir or some other factor is changing across time remains an important question for future research.",147538129,23,32,29018390
10.1177/0956797610384745,Ego Depletionâ€”Is It All in Your Head?,"V. Job, C. Dweck, G. Walton,",Psychological science,2010,"Much recent research suggests that willpowerâ€”the capacity to exert self-controlâ€”is a limited resource that is depleted after exertion. We propose that whether depletion takes place or not depends on a personâ€™s belief about whether willpower is a limited resource. Study 1 found that individual differences in lay theories about willpower moderate ego-depletion effects: People who viewed the capacity for self-control as not limited did not show diminished self-control after a depleting experience. Study 2 replicated the effect, manipulating lay theories about willpower. Study 3 addressed questions about the mechanism underlying the effect. Study 4, a longitudinal field study, found that theories about willpower predict change in eating behavior, procrastination, and self-regulated goal striving in depleting circumstances. Taken together, the findings suggest that reduced self-control after a depleting task or during demanding periods may reflect peopleâ€™s beliefs about the availability of willpower rather than true resource depletion.",29124090,871,26,20876879
10.1037/0022-3514.74.5.1252,Ego depletion: is the active self a limited resource?,"R. Baumeister, E. Bratslavsky, M. Muraven, D. Tice,",Journal of personality and social psychology,1998,"Choice, active response, self-regulation, and other volition may all draw on a common inner resource. In Experiment 1, people who forced themselves to eat radishes instead of tempting chocolates subsequently quit faster on unsolvable puzzles than people who had not had to exert self-control over eating. In Experiment 2, making a meaningful personal choice to perform attitude-relevant behavior caused a similar decrement in persistence. In Experiment 3, suppressing emotion led to a subsequent drop in performance of solvable anagrams. In Experiment 4, an initial task requiring high self-regulation made people more passive (i.e., more prone to favor the passive-response option). These results suggest that the self's capacity for active volition is limited and that a range of seemingly different, unrelated acts share a common resource.",162669500,4567,57,9599441
10.1027/1864-9335/A000375,Ego Depletion May Disappear by 2020,"Miguel A. Vadillo,",Social Psychology,2019,"Ego depletion has been successfully replicated in hundreds of studies. Yet the most recent large-scale Registered Replication Reports (RRR), comprising thousands of participants, have yielded disappointingly small effects, sometimes even failing to reach statistical significance. Although these results may seem surprising, in the present article I suggest that they are perfectly consistent with a long-term decline in the size of the depletion effects that can be traced back to at least 10 years ago, well before any of the RRR on ego depletion were conceived. The decline seems to be at least partly due to a parallel trend toward publishing better and less biased research.",141013126,15,56,
10.1371/JOURNAL.PONE.0109950,Failure to Replicate Depletion of Self-Control,"Xiaomeng Xu, K. Demos, T. Leahey, C. Hart, J. Trautvetter, P. Coward, Kathryn R. Middleton, R. Wing,",PloS one,2014,"The limited resource or strength model of self-control posits that the use of self-regulatory resources leads to depletion and poorer performance on subsequent self-control tasks. We conducted four studies (two with community samples, two with young adult samples) utilizing a frequently used depletion procedure (crossing out letters protocol) and the two most frequently used dependent measures of self-control (handgrip perseverance and modified Stroop). In each study, participants completed a baseline self-control measure, a depletion or control task (randomized), and then the same measure of self-control a second time. There was no evidence for significant depletion effects in any of these four studies. The null results obtained in four attempts to replicate using strong methodological approaches may indicate that depletion has more limited effects than implied by prior publications. We encourage further efforts to replicate depletion (particularly among community samples) with full disclosure of positive and negative results.",206647123,79,31,25333564
10.1016/J.JESP.2010.08.004,Fighting self-control failure: Overcoming ego depletion by increasing self-awareness,"Hugo J. E. M. Alberts, Carolien Martijn, Nanne K. de Vries,",Journal of Experimental Social Psychology,2011,"According to the limited strength model (Muraven, Tice & Baumeister, 1998), exerting self-control causes ego depletion: a depletion of cognitive resources resulting in poorer performance on later self-control tasks. Previous studies have demonstrated a positive effect of self-awareness on self-control performance. The present study examined whether the occurrence of ego depletion can be circumvented by increasing self-awareness. Initially depleted participants who received a neutral prime exhibited the classic ego depletion pattern: their performance on a subsequent physical self-control task decreased significantly. In contrast, no decrease in performance was observed for depleted participants who were exposed to a self-awareness prime. The latter group performed equally well compared to low depleted participants.",102930489,125,38,
10.1016/J.JCPS.2007.10.002,"Free will in consumer behavior: Self-control, ego depletion, and choice","Roy F. Baumeister, Erin A. Sparks, Tyler F. Stillman, Kathleen D. Vohs,",Journal of Consumer Psychology,2008,"Abstract   Consumer behavior offers a useful window on human nature, through which many distinctively human patterns of cognition and behavior can be observed. Consumer behavior should therefore be of central interest to a broad range of psychologists. These patterns include much of what is commonly understood as free will. Our approach to understanding free will sidesteps metaphysical and theological debates. Belief in free will is pervasive in human social life and contributes to its benefits. Evolution endowed humans with a new form of action control, which is what people understand by free will. Its complexity and flexibility are suited to the distinctively human forms of social life in culture, with its abstract rules, expanded time span, diverse interdependent roles, and other sources of opportunities and constraints. Self-control, planful action, and rational choice are vital forms of free will in this sense. The capacity for self-control and intelligent decision making involves a common, limited resource that uses the body's basic energy supply. When this resource is depleted, self-control fails and decision making is impaired.",184617399,295,74,
10.1037/MOT0000262,From ego depletion to self-control fatigue: A review of criticisms along with new perspectives for the investigation and replication of a multicomponent phenomenon.,"C. Forestier, M. de Chanaleilles, M. Boisgontier, A. Chalabaev,",Motivation Science,2022,"The replication crisis in psychology has led to question popular phenomena such as ego depletion, which has been criticized after studies failed to replicate. Here, we describe limitations in the literature that contributed to these failures and suggest how they may be addressed. At the theoretical level, the literature focuses on two out of at least eight identified auxiliary hypotheses. Thus, the majority of the hypotheses related to the three core assumptions of the ego-depletion theory have been overlooked, thereby preventing the rejection of the theory as a whole. At the experimental level, we argue that the low replicability of ego-depletion studies could be explained by the absence of a comprehensive, integrative, and falsifiable definition of self-control, which is central to the concept of ego depletion; by an unclear or absent distinction between ego depletion and mental fatigue, two phenomena that rely on different processes; and by the low validity of the tasks used to induce ego depletion. Finally, we make conceptual and methodological suggestions for a more rigorous investigation of ego depletion, discuss the necessity to take into account its dynamic and multicomponent nature, and suggest using the term self-control fatigue instead. ",23557327,6,0,
10.1111/J.1751-9004.2008.00098.X,From Ego Depletion to Vitality: Theory and Findings Concerning the Facilitation of Energy Available to the Self,"R. Ryan, E. Deci,",(missing journal),2008,"Vitality, or the energy available to the self, is a salient and functionally significant indicator of health and motivation. Previous models (e.g., Baumeister & Vohs, 2007) have suggested how such energy can be depleted but have focused less on how it can be maintained or enhanced. In this article, we describe a model of energy and vitality based on self-determination theory (Ryan & Deci, 2000). We review substantial evidence that, whereas the self-controlling regulation of behavior depletes vitality and energy, the autonomous self-regulation of behavior does not. A growing number of experimental and field studies also suggest that vitality and energy are enhanced by activities that satisfy basic psychological needs for relatedness, competence, and autonomy. Lifestyles focused on extrinsic goals are less conducive to need satisfaction and thus engender less vitality. We conclude that social psychological factors associated with need satisfaction have important implications for health and vitality and for informing interventions.",30572938,533,58,
10.1016/J.JOEP.2018.11.001,Habituation Does Not Rescue Depletion: Two Tests of the Ego-Depletion Effect,"Carlos AlÃ³s-Ferrer, Alexander Ritschel, Jaume GarcÃ­a-Segarra, Anja Achtziger,",Journal of Economic Psychology,2019,"The recent literature on ego depletion and self-control is plagued with failed replications. It has been argued that publication bias might have inflated estimated effect sizes. Doubts go so far that the very existence of the ego-depletion effect has been questioned. We conducted two high-power tests of the ego-depletion effect, with samples in two different countries, including a habituation phase in the depleting task (â€œe-crossing taskâ€). This addresses recent critiques on failed registered replications, which argued that habituation was essential to obtain depletion effects. We examined the effect on error rates, response times, interference scores for error rates and response times, and response-time variability in a subsequent Stroop task. There were no effects in general, except a significant difference in response-time variability, only in one of the samples, and in the opposite direction as predicted by the ego-depletion effect.",1975903,6,35,
10.1111/J.0022-3506.2004.00263.X,"High self-control predicts good adjustment, less pathology, better grades, and interpersonal success.","J. Tangney, R. Baumeister, A. Boone,",Journal of Personality,2004,"What good is self-control? We incorporated a new measure of individual differences in self-control into two large investigations of a broad spectrum of behaviors. The new scale showed good internal consistency and retest reliability. Higher scores on self-control correlated with a higher grade point average, better adjustment (fewer reports of psychopathology, higher self-esteem), less binge eating and alcohol abuse, better relationships and interpersonal skills, secure attachment, and more optimal emotional responses. Tests for curvilinearity failed to indicate any drawbacks of so-called overcontrol, and the positive effects remained after controlling for social desirability. Low self-control is thus a significant risk factor for a broad range of personal and interpersonal problems.",260985828,5118,99,15016066
10.1002/ACP.1810,How Cognitive Resources Alter our Perception of the Past: Ego Depletion Enhances the Susceptibility to Suggestion,"H. Otgaar, H. Alberts, Lesly Cuppens,",(missing journal),2012,"Faculty of Psychology and Neuroscience, Maastricht University, the NetherlandsSummary: Studies show that engaging in selfâ€control results in deteriorated performance on subsequent tasks. In legal settings,witnesses and/or suspects are probably involved in selfâ€control (e.g. controlling their emotions). The current study tested whethersuch involvement in selfâ€control would lead to increased suggestibility levels. We found direct evidence for this. Fortyâ€fourparticipants were randomly divided into a high level of depletion condition (regulation of attention) or a low level of depletioncondition (no regulation of attention). Also, they were presented with a suggestibility measure (Gudjonsson Suggestibility Scale).We showed that depleted participants were signiï¬cantly more suggestible than nonâ€depleted participants. Our ï¬ndings arerelevant in situations in which suggestive practices may take place. Copyright Â© 2011 John Wiley & Sons, Ltd.",223850860,23,34,
10.1037/PSPP0000014,Implicit theories about willpower predict self-regulation and grades in everyday life.,"V. Job, G. Walton, K. Bernecker, C. Dweck,",Journal of personality and social psychology,2015,"Laboratory research shows that when people believe that willpower is an abundant (rather than highly limited) resource they exhibit better self-control after demanding tasks. However, some have questioned whether this ""nonlimited"" theory leads to squandering of resources and worse outcomes in everyday life when demands on self-regulation are high. To examine this, we conducted a longitudinal study, assessing students' theories about willpower and tracking their self-regulation and academic performance. As hypothesized, a nonlimited theory predicted better self-regulation (better time management and less procrastination, unhealthy eating, and impulsive spending) for students who faced high self-regulatory demands. Moreover, among students taking a heavy course load, those with a nonlimited theory earned higher grades, which was mediated by less procrastination. These findings contradict the idea that a limited theory helps people allocate their resources more effectively; instead, it is people with the nonlimited theory who self-regulate well in the face of high demands.",53289423,142,47,25844577
10.1111/JOPY.12225,Implicit Theories About Willpower Predict Subjective Well-Being.,"K. Bernecker, Marcel Herrmann, V. BrandstÃ¤tter, V. Job,",Journal of personality,2017,"Lay theories about willpower-the belief that willpower is a limited versus nonlimited resource-affect self-control and goal striving in everyday life (Job, Dweck, & Walton, 2010). Three studies examined whether willpower theories also relate to people's subjective well-being by shaping the progress they make toward their personal goals. A cross-sectional (Study 1) and two longitudinal studies (Studies 2 and 3) measured individuals' willpower theories and different indicators of subjective well-being. Additionally, Study 3 measured goal striving and personal goal progress. A limited theory about willpower was associated with lower subjective well-being in a sample of working adults (Study 1, Nâ€‰=â€‰258). Further, a limited theory predicted lower levels of well-being at a time when students faced high self-regulatory demands (Study 2, Nâ€‰=â€‰196). Study 3 (Nâ€‰=â€‰157) replicated the finding that students with a limited theory experienced lower well-being in phases of high self-regulatory demands and found that personal goal progress mediated this relationship. Results suggest that the belief that willpower is based on a limited resource has negative implications not only for self-control but also for personal goal striving and subjective well-being.",72744879,37,59,26331597
10.1007/S11031-010-9166-9,Individual differences in ego depletion: The role of sociotropy-autonomy,"Toru Sato, Brittany A. Harman, Whitney M. Donohoe, Allison Weaver, William A. Hall,",Motivation and Emotion,2010,"In his cognitive theory of depression, Beck (1987) suggested that highly sociotropic individuals have a strong need for social acceptance whereas highly autonomous individuals have an excessive need for achievement. Research by Baumeister (2000) has suggested that a phenomenon known as ego depletion, the weakening of performance on tasks following active self-control, occurs because it depletes a limited inner resource. The present study examined whether individuals who are highly sociotropic or autonomous would respond differently when faced with tasks requiring self-control. Participants completed the Sociotropy-Autonomy Scale (Clark et al. 1995) and engaged in two active self-control tasks. The results revealed that sociotropy levels were negatively correlated with persistence on tasks that require self-control whereas autonomy was positively correlated to persistence on the same task. In addition, the results suggested that, following a task requiring self-control, highly sociotropic individuals expend less effort, whereas highly autonomous individuals expend more effort on subsequent tasks requiring self-control.",100193033,14,43,
10.1016/J.PAID.2016.09.037,"Integrity, ego depletion, and the interactive impact on counterproductive behavior","Joshua D. Bazzy, David J. Woehr,",Personality and Individual Differences,2017,"Integrity tests are widely used measures in organizational selection for predicting counterproductive behaviors. Research has identified elements of self-control underlying measures of integrity and reviews of integrity suggest that self-control may play a role in understanding how integrity predicts behavior. We examine how depletion of one's self-control resource (ego depletion) impacts the relationship between integrity and off-task behavior. Results indicate that when ego depleted, high and low integrity individuals were just as likely to engage in off-task behavior. Thus, temporary detriments in self-control negate the relationship between integrity and counterproductive behavior. Expression of integrity and avoidance of counterproductive behavior by high integrity individuals requires a corresponding level of the self-control resource.",14924877,14,50,
10.1016/J.PSYCHSPORT.2011.10.004,Investigating the effects of ego depletion on physical exercise routines of athletes,"Derek C. Dorris, David A. Power, Emily Kenefick,",Psychology of Sport and Exercise,2012,"Objectives  Persisting at a task can temporarily reduce oneâ€™s ability to persist at subsequent tasks. This phenomenon is known as â€œego depletionâ€. Although ego depletion has been linked to many cognitive tasks less is known about its effect on physical tasks. Even less is known about its effect on practiced physical performance associated with athletes. In modern sport science, the question as to whether or not ego depletion can reduce athletesâ€™ persistence at practiced behaviour should be particularly important. Two experimental studies investigated if ego depletion can reduce athletesâ€™ persistence at a routine physical exercise.    Design  In both experiments, a repeated measures design was employed.    Method  Competitive rowers (Experiment 1) and competitive hockey and rugby players (Experiment 2) attempted to complete as many press-ups (Experiment 1) or sit-ups (Experiment 2) as possible over two separate phases. In one phase, the participants attempted the physical exercise after completing an easy cognitive task. In the other phase, they attempted the physical exercise after completing a difficult cognitive task.    Results  Experiment 1 demonstrated that the competitive rowers completed fewer press-ups after completing a difficult cognitive task than they did after completing an easy task. Experiment 2 demonstrated that the competitive hockey and rugby players completed fewer sit-ups after completing a difficult cognitive task than they did after completing an easy cognitive task.    Conclusions  These findings indicate that athletesâ€™ exercise routines are susceptible to ego depletion and that the strength model of self-regulation is applicable to athletic performance.",90436923,96,34,
10.1016/J.JSR.2018.09.005,Investigating the nonlinear effect of ego depletion on safety compliance: The moderating role of rumination.,"Ming Chen, Long Chen, Xiao-Ming Yan, Zhuo Yu, Ying-Ying Fang, Yan-Qiu Yu,",Journal of Safety Research,2018,"Introduction  A general view in previous research is that employees are reluctant to follow safe work procedures when confronting the shortage of self-control resources. However, this argument is constrained by the restricted view of ego depletion. To fill this gap, this study constructs the nonlinear relationship between ego depletion and safety compliance drawing from the perspective of dual-process theory.    Method  Regression analysis and  hierarchical linear model  are used to test our hypothesis.    Results  By investigating 241 medical staffs, we find that the relationship between ego depletion and safety compliance is U-shaped. This U-shaped relationship is replicated through 221 daily data for 50 medical staffs. In addition, the U-shaped relationship between ego depletion and safety compliance can be enhanced by rumination.    Discussions  Findings of our study contribute to providing a nuanced explanation about the effect of ego depletion on safety compliance. Also, this study has important implications for High Reliability Organizations to motivate depleted employees to engage in safety compliance behaviors.",160808409,3,62,30553427
10.1177/1088868318762183,Is Ego Depletion Real? An Analysis of Arguments,"Malte Friese, David D. Loschelder, Karolin Gieseler, Julius Frankenbach, M. Inzlicht,","Personality and social psychology review : an official journal of the Society for Personality and Social Psychology, Inc",2019,"An influential line of research suggests that initial bouts of self-control increase the susceptibility to self-control failure (ego depletion effect). Despite seemingly abundant evidence, some researchers have suggested that evidence for ego depletion was the sole result of publication bias and p-hacking, with the true effect being indistinguishable from zero. Here, we examine (a) whether the evidence brought forward against ego depletion will convince a proponent that ego depletion does not exist and (b) whether arguments that could be brought forward in defense of ego depletion will convince a skeptic that ego depletion does exist. We conclude that despite several hundred published studies, the available evidence is inconclusive. Both additional empirical and theoretical works are needed to make a compelling case for either side of the debate. We discuss necessary steps for future work toward this aim.",175288526,216,160,29591537
10.1017/S0140525X13000952,Is ego depletion too incredible? Evidence for the overestimation of the depletion effect.,"Evan C. Carter, M. McCullough,",The Behavioral and brain sciences,2013,"The depletion effect, a decreased capacity for self-control following previous acts of self-control, is thought to result from a lack of necessary psychological/physical resources (i.e., ""ego depletion""). Kurzban et al. present an alternative explanation for depletion; but based on statistical techniques that evaluate and adjust for publication bias, we question whether depletion is a real phenomenon in need of explanation.",221267625,112,18,24304780
10.1111/SPC3.12381,Lay theories of willpower,"Z. Francis, V. Job,",(missing journal),2018,"Some people believe that willpower relies on a limited resource and that performing cognitive work (such as using self-control) results in mental fatigue. Others believe that willpower is nonlimited and that performing cognitive work instead prepares and energizes them for more. These differing lay theories of willpower determine whether or not oneâ€™s self-control performance actually does decrease or increase after use, with only limited-willpower theorists showing a decrease (the ego depletion effect). Due to the self-control requirements of everyday life, willpower theories also predict outcomes across domains of academics, health, goal-progress, interpersonal relationships, and well-being. Generally, limited-willpower theoristsâ€™ belief in their limited capacity results in poorer outcomes, particularly during times of high demand. By understanding how willpower theories form and function, interventions that encourage nonlimited willpower theories may be created to improve peopleâ€™s performance and well-being.",98811467,26,61,
10.1177/0146167208330855,Moderation of Resource Depletion in the Self-Control Strength Model: Differing Effects of Two Modes of Self-Control,"R. Dvorak, J. Simons,",Personality & social psychology bulletin,2009,"The current study examined the effects of good and poor control and changes in blood glucose following self-control depletion on task persistence. Good self-control attenuated the effect of depletion on task persistence. Poor control exerted a main effect; however, there were no significant interactions between poor control and self-control depletion. In addition, the association between depletion and task persistence was partially mediated by decreases in blood glucose. Task persistence in the experimental, but not control, condition was correlated with several risk behaviors. These correlations provide support for the external validity of the laboratory experiment. The differential effects of good and poor control support a two-mode model of self-control. The interaction between the depletion manipulation and good self-control suggests that associations between good self-control and behavior may be due, in part, to good self-control reducing the effects of self-control demands on behavior.",72969767,132,60,19193603
