DOI,Title,Author,Journal,Publication Year,Abstract Note,LitmapsId,Cited By,References,PubMedId
10.30935/MJOSBR/13076,Humor as an ice breaker in marital tension: A family communication perspective,W. K. Gyasi,Mediterranean Journal of Social &amp; Behavioral Research,2023,"Humor is a communicative tool employed by a person to amuse others. Numerous research have been conducted on how humor is used in deflating tension in romantic relationships, but little to no research has been done on the study in the Ghanaian context. Using relief theory of humor, the researcher studied 20 married couples (10 males and 10 females) within and around the Univesity of Cape Coast: 10 males and 10 females respectively were interviewed using a semi-structured interview guide. Based on the data analyzed, the researcher identified that humor function aids in the expression of a message that will otherwise be difficult to convey. This suggestion affirms that despite the presence of tension in marriage, humor always helps in calming nerves by reducing the tension.",259288081,0,19,
10.1080/08824096.2021.1963697,"Humor at work: exploring supervisors’ sarcasm, self-disparaging and vulgar language based humor, and verbal aggression","R. J. Sidelinger, Paul E. Madlock",Communication Research Reports,2021,"Employing benign violation theory as a lens, this study (N = 148) explored full-time employees’ perceptions of supervisors’ likelihood to use sarcasm and engagement in self-disparaging and vulgar language based humor and verbal aggression (VA) in the workplace. In part, findings revealed that employees’ perceptions of supervisors’ VA positively related to perceptions of supervisors’ likelihood to use sarcasm and inappropriate humor engagement.",191569969,0,47,
10.1521/JSYT.2021.40.1.1,Humor in Couple Relationships: An Opportunity for Therapeutic Inquiry,W. Talbot,(missing journal),2021,"Humor has been a focus of therapy literature for over a century and is considered an essential communication tool and important component of therapeutic relationships. Yet couple therapy literature does not feature humor as a relational practice or strategy for couples’ relationship development. When humor presents in a therapy conversation it offers opportunities for therapists to explore the implications and meanings for the couple relationship, potentially contributing to new and enhanced relationship experience. This article provides vignettes from one couple therapy conversation to illustrate therapeutic possibilities for exploration of couples’ humor. Therapists are encouraged to pay attention to humor as a complex, dynamic, discursive practice with therapeutic benefits for couples’ therapy.",187679999,0,21,
10.1080/10570314.2012.757796,Humor in Long-Term Romantic Relationships: The Association of General Humor Styles and Relationship-Specific Functions with Relationship Satisfaction,Jeffrey A. Hall,(missing journal),2013,"This article explores the associations between general humor styles, relationship-specific humor functions, and relationship satisfaction for 103 couples (N = 206) in long-term romantic relationships. Four Actor-Partner Interdependence Models tested whether five communicative functions of humor (i.e., enjoyment, affection, let go of conflict, coping, apologize) mediated the associations between humor styles (i.e., affiliative, self-enhancing, self-defeating, aggressive) and relationship satisfaction. The enjoyment function of humor consistently mediated the relationship between positive humor styles and satisfaction. Two other functions of humor (i.e., affection, let go) also mediated the relationship between positive styles and satisfaction, but these associations were moderated by participant sex.",128796419,44,39,
10.1177/0146167211405343,Humor in Romantic Contexts: Do Men Participate and Women Evaluate?,"C. J. Wilbur, L. Campbell",Personality & social psychology bulletin,2011,"Several lines of research illustrate that humor plays a pivotal role in relationship initiation. The current article applies sexual selection theory to argue that humor production is a fitness indicator, allowing men to transmit information tacitly about their underlying qualities. And whereas prior research has emphasized women’s appreciation of humor as a signal of interest, the focus here is on how women evaluate prospective suitors’ humorous offerings. Two studies, including an ecologically valid study of online dating advertisements, provided evidence for men’s production and women’s evaluation of humor in romantic contexts. A third study revealed that women’s evaluations of potential mates’ humor are predictive of their romantic interest. Moreover, this article shows that preferences for and perceptions of humor are associated with preferences for and perceptions of intelligence and warmth, consistent with the argument that one function of humor is as a fitness indicator that provides information about underlying mate quality.",20157581,73,35,21521721
10.1111/PERE.12183,Humor in romantic relationships: A meta-analysis,Jeffrey A. Hall,(missing journal),2017,"This manuscript reports a meta-analysis of the correlation between humor and relationship satisfaction in romantic relationships, combining 43 distinct samples from 39 manuscripts and including 15,177 participants (54.7% female) with a mean age of 34.0 years. Drawing from 3 theoretical dimensions of humor (i.e., within-person/relational, positive/negative, instrumental/content free), weighted mean effect sizes were estimated for 12 distinct subdimensions of humor. All 6 positive types of humor were positively associated with relationship satisfaction, and 4 of 5 negative types of humor were negatively associated with relationship satisfaction. Instrumental humor was unassociated with satisfaction. In support of the proposed relational dimension, self-reported humor showed small associations with satisfaction, while partner-perceived and relational humor showed medium and large effect sizes, respectively.",187049510,40,54,
10.1371/JOURNAL.PONE.0211618,"Humorous cognitive reappraisal: More benign humour and less ""dark"" humour is affiliated with more adaptive cognitive reappraisal strategies","Corinna M. Perchtold, E. Weiss, C. Rominger, K. Feyaerts, W. Ruch, A. Fink, I. Papousek",PloS one,2019,"The capacity to find humorous perspectives in aversive situations may outline a helpful strategy in the context of cognitive reappraisal. Yet, research suggested that some people produce more adaptive humour than others. At the same time, not all forms of cognitive reinterpretation seem to be unequivocally beneficial. The present study aimed to investigate specific cognitive reappraisal strategies that individuals employ in humorous reappraisal of adverse events. In a sample of 95 participants, the use of cognitive reappraisal sub-strategies was assessed in a behavioural test in which participants were required to generate a series of humorous reappraisals of self-relevant, threatening events. These reappraisal sub-strategies (three positive reinterpretation strategies, three de-emphasising strategies) were then related to the habitual use of different kinds of humour as well as the broader DSM-5 personality trait domains and well-being in terms of depressive experiences, assessed by self-report questionnaires. While no robust relationships were found for reappraisal strategies based on de-emphasising, sub-strategies within the positive reinterpretation category showed specific and contrasting associations with the examined traits. Findings indicated that the ability to produce humour is only linked to a favourable pattern of reappraisal strategies when manifested in benign forms of humour. Specific relations also emerged for the broader personality traits. The study suggests that some characteristics that advance the use of benign humour also benefit adaptive emotion regulation. The opposite seems to be true for malicious, or ""dark"" humour. The introduced behavioural approach to the analysis of humorous cognitive reappraisal may prove useful also in future related research.",125800246,27,79,30703148
10.3389/FPSYG.2021.653900,Humorous Coping With Unrequited Love: Is Perspective Change Important?,"W. Greve, Joan G. Hauser, Farina Rühs",Frontiers in Psychology,2021,"A large number of studies suggest that humor is associated with mental well-being and effective as a means of coping. However, it is less well-understood which mechanisms are effective for this particular function of humor. The present study examines whether processes of change of perspective, which are often regarded as constitutive for humor, could be an effective coping-factor when facing unrequited love as a specific psychological burden. In a questionnaire study, N = 148 persons aged 18–65 years (w = 96) with actual or past experiences of unrequited love reported on their subjective burden due to this experience, their self-esteem and satisfaction with life, two scales for humor (Multidimensional Sense of Humor Scale: MSHS, and a self-constructed scale: Humorous Change of Perspective, HCOP) and a coping scale which measure change of perspective in the confrontation with goal blockages (Flexible Goal Adjustment, FGA). Results indicated that the burden of unrequited love [operationalized objectively as actuality of experience (dichotomous) or subjectively as burden experienced] and both indicators of well-being were negatively associated. Multiple regression analyses showed that humor was a significant moderator of this relationship in nearly all combinations of operationalizations of humor and indicators of well-being: Higher levels of humor are associated with better well-being even when the perceived burden was high. In addition, the study examined whether the coping effect of humor can be partly or mainly attributed to the individual's capacity to perspective change as captured by FGA. When including this scale as a covariate in the regression models, the moderation effect for MSHS did not persist; however, for HCOP the moderation effect remained unchanged: the moderator effect of humorous change of perspective proved to be independent of FGA. Taken together the results suggest that perspective-changing skills play a significant role in the coping effect of humor in dealing with psychological burdens. However, depending on which humor facet is measured, the entailed perspective change may or may not appear to go beyond what the individual's FGA can account for. This suggests that the coping effect caused by humorous change of perspective includes aspects that are also discussed for other coping resources as well as its own, humor-specific aspects. Potential avenues for future studies are discussed both with respect to the necessity for replication and extension of the present study and to the determination of other potential alleviativing effects of other facets of humor.",150849179,2,75,34248748
10.1515/HUMOR-2018-0005,Humor production in long-term romantic relationships: What the lack of moderation by sex reveals about humor’s role in mating,Jeffrey A. Hall,HUMOR,2019,"This manuscript explores whether the associations between partner humor production and relationship satisfaction and humor’s importance in romantic relationships are moderated by sex. Study 1 reports a meta-analysis (k = 10; N = 2,167) of the association between partner humor production (i.e., perceived; partner effects) and relationship satisfaction, and whether associations were moderated by participant sex. Contrary to predictions, partner humor production was more strongly associated to men’s relationship satisfaction than women’s satisfaction. Study 2 surveyed pairs of romantic partners (N = 246) regarding their production of humor, their appreciation of partner humor, and the importance of humor in their relationship. Results indicated no moderations by sex in the association between partner humor production and humor’s importance in the relationship.",84687881,4,41,
10.1177/00332941221149151,Humor Styles and Marital Satisfaction: Cluster Analysis of the Relationship,"Meng-Ning Tsai, Yung-Chieh Cheng, Hsueh Chih Chen, Meng-Ning Tsai, Yung-Chieh Cheng, Hsueh Chih Chen",(missing journal),2023,"Humor use in communication is considered an important factor that affects relationship satisfaction according to past studies. However, there is insufficient evidence on how humor influences marital satisfaction at the couple level. This study aimed to classify couples into clusters with different humor types based on their humor styles and to investigate whether the humor styles of husbands and wives influence marital satisfaction. In total, 170 couples completed a humor style and marital satisfaction inventory by analysis of covariance (ANCOVA) with grouping the data of their humor styles and using cluster analysis to determine whether there were differences in marital satisfaction among couples with different humor types. The results revealed five humor types for the couples: ""positive humor couples,"" ""aggressive husband and self-defeating wife,"" ""humor denier husband and general humor wife,"" ""general humor husband and humor denier wife"" and ""humor denier couples."" The ANCOVA results indicate that the highest marital satisfaction occurs among couples with positive humor and the lowest is among couples with denier humor. This study illustrates the humor types that likely occur among couples and concludes that marital satisfaction is high when both partners use positive humor and low when neither partner uses humor.",252479346,0,45,36625132
10.1515/HUMR.2011.001,Humor styles and relationship satisfaction in dating couples: Perceived versus self-reported humor styles as predictors of satisfaction,"A. Cann, Heather B. Davis, Christine L. Zapata",(missing journal),2011,"Humor has been identified as a potentially important variable in facilitating relationship satisfaction in romantic couples. Using a measure of stable differences in how humor is expressed by individuals, the current research looks at the possibility that dating couples have similar humor styles, and at whether self-reported or perceived humor styles best predict relationship satisfaction. Individuals in a sample of 82 couples independently completed the measures of own and perceived partner's humor styles and relationship satisfaction on multiple indicators of satisfaction. The results indicate little similarity within couples on humor styles. The best predictors of satisfaction were perceptions of a partner's humor style, with humor styles that were other-directed explaining the most variability in satisfaction. The results demonstrate the usefulness of treating humor uses as a multidimensional variable to better understand the roles humor might play across circumstances and relationships.",49682570,73,27,
10.1080/02699931.2011.585069,Humour as emotion regulation: the differential consequences of negative versus positive humour.,"Andrea Christiane Samson, James J. Gross",Cognition & Emotion,2012,"Humour is often seen as an adaptive coping strategy; however, the empirical literature is inconclusive. One possible explanation is that different types of humour have different adaptive consequences. In the present research, we predicted that positive (good-natured) humour would be more effective at regulating negative emotions than negative (mean-spirited) humour. In Study 1, participants were shown negative pictures two times. First, they simply viewed the pictures and rated their levels of positive and negative emotions. Second, they were instructed to: (a) view; (b) use positive humour; or (c) use negative humour, and then rate their reactions. Compared to negative humour, positive humour was more successful at down-regulating negative and up-regulating positive emotion. In Study 2, we replicated these findings and showed that these effects cannot be explained by differences in difficulty between the two humour conditions, participants' expectations, or social desirability. Taken together, these findings suggest that positive (but not negative) humour may be an effective form of emotion regulation.",38127792,200,33,21756218
10.1007/978-3-030-78280-1_17,Humour in Romantic Relationships,"Maria Nicoleta Turliuc, Octav Sorin Candel, Lorena Antonovici",(missing journal),2021,"Humour is a valuable resource for the formation, maintenance, and success of a romantic relationship. The positive aspects of humour lead people to share their feelings of happiness, make the relationship with the partner easier, and help the expression of tenderness towards the partner. Humour also acts as a mechanism of coping and conflict resolution, or as a tool for forgiveness. However, despite the growing literature on humour in romantic relationships, its role in short-term and long-term romantic relationships is not yet sufficiently understood. Therefore, this chapter reviews the classical and more recent findings on humour as an important ingredient for the formation and functionality of human romantic relationships. Our aim is to offer the first comprehensive literature review of humour in romantic relationships by analysing and synthesizing: (a) the main theoretical approaches of humour in the context of romantic relationships, (b) the empirical research regarding the use of humour in romantic relationships, (c) the links between different aspects of humour, relationship formation and relationship maintenance, and (d) the functions of humour in romantic relationships across cultures. Finally, this chapter suggests some clinical implications and future research directions.",197967021,0,69,
10.1177/0265407519878787,Impression formation on online dating sites: Effects of language errors in profile texts on perceptions of profile owners’ attractiveness,"Tess van der Zanden, Alexander P. Schouten, Maria Mos, Emiel Krahmer",Journal of Social and Personal Relationships,2020,This article presents two experimental studies investigating the impact of language errors in online dating profiles on impression formation. A first study examined whether language errors have a n...,182292491,15,30,
10.1016/S0092-6566(02)00534-2,Individual differences in uses of humor and their relation to psychological well-being: Development of the Humor Styles Questionnaire,"Rod A. Martin, Patricia Puhlik-Doris, Gwen Larsen, Jeanette Gray, Kelly Weir",(missing journal),2003,"Describes the development and initial validation of the Humor Styles Questionnaire, which assesses four dimensions relating to individual differences in uses of humor. These are: relatively benign uses of humor to enhance the self (Self-enhancing) and to enhance one’s relationships with others (Affiliative), use of humor to enhance the self at the expense of others (Aggressive), and use of humor to enhance relationships at the expense of self (Self-defeating). Validation data indicate that the four scales differentially relate in predicted ways to peer ratings of humor styles and to measures of mood (cheerfulness, depression, anxiety, hostility), self-esteem, optimism, well-being, intimacy, and social support. They also relate to all five dimensions of the Five Factor Model and to Agency and Communion. The first two scales overlap with previous humor tests, whereas the Aggressive and Self-defeating humor scales largely tap different dimensions. Males scored higher than females on Aggressive and Self-defeating humor. It is expected that the HSQ will be useful for research on humor and psychological well-being by assessing forms of humor that may be deleterious to health as well as those that are beneficial.",168240010,1515,71,
10.1177/0265407510384422,Is it something I said? Sense of humor and partner embarrassment,Jeffrey A. Hall,(missing journal),2011,"This manuscript explores one romantic partner’s humor use and the resulting embarrassment felt by the other partner using coorientation theory. Self-report and partner perception data were gathered from 106 couples (N = 212) in romantic relationships, and two coorientation variables were calculated. Actor—Partner Independence Models estimated the relationships between four humor styles and partner embarrassment. Aggressive humor was related to partner embarrassment and self-defeating humor with feeling embarrassed by one’s partner. For women, perceived similarity in aggressive and self-defeating humor mitigated embarrassment, and greater understanding of men’s self-defeating humor was related to embarrassment. In Study 2, a 2 × 2 experiment (N = 222) tested whether self-defeating humor predicts embarrassment or whether embarrassment predicts self-defeating humor use, with results supporting the former.",195334578,25,53,
10.1037/A0027912,It's Funny Because It's True (Because It Evokes Our Evolved Psychology),B. Kuhle,(missing journal),2012,"Evolutionary psychology (EP) and comedian Chris Rock have both grown increasingly prominent over the past quarter-century. EP has blossomed because of its unique ability to explore humans' universal nature. Rock's stand-up routines have vaulted him into the pantheon of comedic talents because, intentionally or not, his comedy is based on a sophisticated appreciation and invocation of humans' evolved psychology. Conventional wisdom and recent EP research suggest that “something is funny because it's true.” This perspective on humor rings especially true in Rock's routines. Much of Rock's riffs on sex and marriage ring true and hence funny with his audiences because he deftly evokes their awareness of evolved sex differences in human mating strategies. Popular culture such as Rock's comedy can provide a window into human nature. I illustrate the intersection of EP and popular culture by unpacking the evolutionary theory and empirical evidence underlying 22 verbatim bits on human mating from Rock's five HBO comedy specials. Incorporating Rock's outrageously funny, theoretically sound, and empirically supported perspectives on sex and marriage into discussions of the primary literature is a sure-fire way to grab young people's attention and make memorable the myriad ways that sex differences stem from asymmetrical obligatory parental investment.",159214301,15,115,
10.1007/S10919-022-00406-5,Just Seconds of Laughter Reveals Relationship Status: Laughter with Friends Sounds More Authentic and Less Vulnerable than Laughter with Romantic Partners,"Sally D. Farley, Deborah Stier Carson, Susan L. Hughes, Sally D. Farley, Deborah Stier Carson, Susan L. Hughes",(missing journal),2022,"The dual pathway model posits that spontaneous and volitional laughter are voiced using distinct production systems, and perceivers rely upon these system-related cues to make accurate judgments about relationship status. Yet, to our knowledge, no empirical work has examined whether raters can differentiate laughter directed at friends and romantic partners and the cues driving this accuracy. In Study 1, raters (N = 50), who listened to 52 segments of laughter, identified conversational partner (friend versus romantic partner) with greater than chance accuracy (M = 0.57) and rated laughs directed at friends to be more pleasant-sounding than laughs directed at romantic partners. Study 2, which involved 58 raters, revealed that prototypical friendship laughter sounded more spontaneous (e.g., natural) and less ""vulnerable"" (e.g., submissive) than prototypical romantic laughter. Study 3 replicated the findings of the first two studies using a large cross-cultural sample (N = 252). Implications for the importance of laughter as a subtle relational signal of affiliation are discussed.",76661749,1,60,35791311
10.1002/EJSP.1962,Laughing and liking: Exploring the interpersonal effects of humor use in initial social interactions,"S. Treger, S. Sprecher, R. Erber",(missing journal),2013,"Humor is a common interpersonal phenomenon that may positively influence the trajectories of social interactions. In two social interaction experiments, we examined the association between humor and liking. The first study was a secondary analysis of data from a prior experiment (originally conducted for another purpose) in which unacquainted participants engaged in a selfdisclosure task and rated each other on various dimensions, including humor. In Experiment 2, unacquainted mixed-sex dyads participated in a series of either humorous or similar but non-humorous tasks. In both studies, humor was positively associated with liking and closeness; perceived reciprocal liking and enjoyment of the interaction mediated the association between humor and liking. Likewise, we found a positive association between liking and humor. Men and women did not differ in self-reported humor use. The findings suggest that humor is a mechanism used to establish connections with others across all relationships and for both sexes. Copyright © 2013 John Wiley & Sons, Ltd. Humor—and the laughter accompanying it—is prevalent in people’s daily lives (Bainum, Lounsbury, & Pollio, 1984). Some have estimated that the typical person laughs an average of 18 times a day, with much of this laughter occurring in the presence of others(Martin & Kuiper, 1999). Humor undoubtedly affects social interactions and shapes people’s interpersonal bonds. Thus, it may be one of the many tools people have in their social arsenal to establish connections with others (Vettin & Todt, 2004). In this research, we examined whether humor and liking are mutually transformative. Specifically, we speculated that, on average, not only does humor promote liking, but liking also promotes humor and that both associations occur in the same interaction. Following this reasoning, we further suspect that people may like humorists via two mechanisms: the degree to which they believe that a humorist likes them (i.e., perceived reciprocal liking) and enjoyment of the interaction with the humorist. As described later, we focused on two types of liking: (i) platonic (friendship) liking between same- and opposite-sex persons and (ii) romantic desire between two opposite-sex persons.",113268685,64,40,
10.1177/147470491301100118,Laughing at the Looking Glass: Does Humor Style Serve as an Interpersonal Signal?,"Virgil Zeigler‐Hill, A. Besser, Stephanie E. Jett",Evolutionary Psychology,2013,"Objective: The provision of information appears to be an important feature of humor. The present studies examined whether humor serves as an interpersonal signal such that an individual's style of humor is associated with how the individual is perceived by others. Method: We examined this issue across two studies. In Study 1, undergraduate participants (257 targets) were rated more positively by their friends and family members (1194 perceivers) when they possessed more benign humor styles. In Study 2, 1190 community participants rated the romantic desirability of targets ostensibly possessing different humor styles. Results: Across both studies, our results were consistent with the possibility that humor serves as a signal. More specifically, individuals with benign humor styles (affiliative and self-enhancing humor styles) were evaluated more positively than those targets with injurious humor styles (aggressive and self-defeating humor styles). Conclusion: These findings are discussed in terms of the role that humor may play in interpersonal perception and relationships.",134236576,43,82,23531806
10.3389/FCOMM.2022.909913,Laugh is in the air: An exploratory analysis of laughter during speed dating,"Tamara Rathcke, Susanne Fuchs",Frontiers in Communication,2022,"Laughter is a ubiquitous vocal behavior and plays an important role in social bonding, though little is known if it can also communicate romantic attraction. The present study addresses this question by investigating spontaneous laughter produced during a 5-min conversation in a heterosexual speed-dating experiment. Building on the posits of Accommodation Theory, romantic attraction was hypothesized to coincide with a larger number of shared laughs as a form of convergence in vocal behavior that reduces the perceived distance between the daters. Moreover, high-attraction dates were expected to converge toward the same laughter type. The results of the experiment demonstrate that (a) laughs are particularly frequent in the first minute of the conversation, (b) daters who are mutually attracted show a significantly larger degree of temporal overlap in laughs, (c) specific laughter types (classified as a nasal “laugh-snort”) prevail in high-attraction dates, though shared laughs are not consistently of the same type. Based on this exploratory analysis (limited to cisgender, heterosexual couples), we conclude that laughter is a frequent phenomenon in speed dating and gives some indication of a mutual romantic attraction.",243813964,0,66,
10.1177/0265407502019004048,Liking Some Things (in Some People) more than Others: Partner Preferences in Romantic Relationships and Friendships,"S. Sprecher, P. Regan",(missing journal),2002,"The present investigation examined the degree to which various characteristics are desired in five types of relational partners. Men and women (N = 700) indicated their preferences for several attributes in either a casual sex partner, dating partner, marriage partner, same-sex friend, or opposite-sex friend (randomly assigned). Participants also indicated how important it was to obtain a partner with the desired level of each attribute. Although participants most preferred warmth and kindness, expressivity and openness, and a good sense of humor across relationship types, they clearly distinguished between romantic/sexual relationships and friendships. Specifically, participants preferred (and felt that it was more important to obtain) higher levels of many desirable characteristics - including physical attractiveness, social status attributes, and disposition or personality traits (e.g., warmth, expressiveness, humor, intelligence) - in a romantic/sexual partner than in a friend. Participants also differentiated between same-sex and opposite-sex friend- ships. In general, they preferred higher levels of and/or believed it was more important to obtain physical attractive- ness, social status, and dispositional/personality attributes from opposite-sex friends than from same-sex friends. To at least some degree, men's preferences were associated with the number of others they believed were available for a particular type of relationship; women's preferences generally were associated with perceptions of their own desirability as a partner.",172891188,269,38,
(missing DOI),Made you laugh: the interpretation of interactive laughter within friendships,Michelle M. Matter,(missing journal),2019,"Although past scholars have studied laughter as a form of communication, prior research 
is scarce on how laughter is perceived by interactants. This mixed methods study deepens 
scholarly understandings of laughter as both a communicative act and a form of affection by 
investigating how friends in dyadic interactions make meaning of the laughter they share during 
those interactions. Pairs of friends were video-recorded having a short, light-hearted 
conversation. Following the conversation, each individual watched the video, explaining at each 
instance of laughter what they were feeling and why they believed laughter occurred at that point 
in the conversation. Data from both interactants was then compared to examine the types of 
laughter that were manifested in conversations as well as patterns regarding participants� 
perceptions and communication of laughter. In general, previous laughter categories were 
supported by the data, but new categories were also identified, including laughing out of 
relatability (show understanding), lighten (decrease stress or negative feelings), memory
(remember the situation being discussed), reactionary (because the other person laughed first), 
anticipation (expecting something funny to happen), cue (indicate that the other person should laugh), common joke (previously shared and recognized humor), mental image (picturing the 
event or story), and endearing (out of love) laughter. A new categorization system is proposed 
which assesses laughter in terms of its relational effects along the spectrums of prosocialantisocial and basic-complex; in particular, prosocial laughter is examined as an affectionate 
behavior according to the definitions from Floyd�s Affection Exchange Theory. This study 
offers a deeper understanding of laughter as a crucial yet understudied form of nonverbal 
communication by highlighting the relational meanings and implications of laughter among 
friends.",159544647,0,43,
10.1007/S40806-017-0129-1,Making of an In-Joke: Humor Appreciation as an Ingratiation Strategy Following Ostracism,"Donald F. Sacco, Mitch Brown, Haley D. May, Mary M. Medlin",(missing journal),2018,"Humans have a fundamental need to belong, and when thwarted, engage in behaviors to facilitate reaffiliation. Humor, a uniquely human trait, evolved as a means of facilitating rapport between individuals and fostering stronger interpersonal bonds through the elicitation of positive affect and activation of reward centers in the brain. We predicted that those experiencing acute ostracism would rate others’ attempts at humor (i.e., jokes) as funnier than those experiencing social inclusion, particularly low-quality jokes, as a means of ingratiating themselves to new opportunities for affiliation. Men and women were either included or ostracized via Cyberball and rated male and female targets’ funniness and likeability, half of which were paired with a funny joke and the other half an unfunny joke. Excluded men rated women as funnier than did included men, even when women’s jokes were categorically unfunny. Collectively, these results suggest that humor appreciation may be a means of facilitating social affiliation following rejection; however, this effect seems specific to men.",167731016,7,48,
10.1007/978-1-4939-0314-6_9,Male Production of Humor Produced by Sexually Selected Psychological Adaptations,Gil Greengross,Evolutionary psychology,2014,"Humor is a universal social phenomena enjoyed daily by individuals in every culture in the world. There is little doubt that evolutionary forces played an important role in shaping humor, but the nature of humor adaptation is still debated. Sexual selection theory is presumed to play a central role in the evolution of humor, and growing evidence supports this view. Humor plays an important role in mate choice, and because of the asymmetry in reproduction costs for males and females, humor production and appreciation should be sexually dimorphic. Predictions based on sexual selection theory are largely met. Data show that humor production ability is more important for women when selecting a mate, while men want a woman that will appreciate and laugh at their humor. Studies on conversational humor and personal dating ads show that men try to advertise their humor creativity, while women evaluate men’s humor. Men also tend to initiate more humor, especially when other women are around, while women smile and laugh more overall and particularly when men are present. In addition, studies show that men are better, on average, than women at producing high-quality spontaneous humor and are generally more motivated to present their humor production ability. Producing a great sense of humor translates into mating success, and men are more likely to benefit from such high-quality humor ability. Humor production is also correlated with intelligence, especially verbal intelligence, and is partially heritable, lending support that humor serves as a mental fitness indicator.",182190082,33,133,
10.1111/J.1083-6101.2006.00020.X,Managing Impressions Online: Self-Presentation Processes in the Online Dating Environment,"N. Ellison, Rebecca Heino, Jennifer L. Gibbs",J. Comput. Mediat. Commun.,2006,"This study investigates self-presentation strategies among online dating participants,exploring how participants manage their online presentation of self in order to accom-plish the goal of ﬁnding a romantic partner. Thirty-four individuals active on a largeonline dating site participated in telephone interviews about their online dating experi-ences and perceptions. Qualitative data analysis suggests that participants attended tosmall cues online, mediated the tension between impression management pressures andthe desire to present an authentic sense of self through tactics such as creating a proﬁlethat reﬂected their ‘‘ideal self,’’ and attempted to establish the veracity of their identityclaims. This study provides empirical support for Social Information Processing theoryin a naturalistic context while offering insight into the complicated way in which ‘‘hon-esty’’ is enacted online.doi:10.1111/j.1083-6101.2006.00020.x",21276647,1565,72,
10.5210/FM.V28I5.12789,Meme sharing in relationships: The role of humor styles and functions,"Nicholas Brody, Sean Cullen",First Monday,2023,"To better understand the role of memes in close relationships, this study synthesizes work on humor use in relationships (Hall, 2017), idiomatic communication (Hopper, et al., 1981) and memes as intergroup communication (Gal, 2019). Results from an online survey demonstrated that having a self-enhancing or self-defeating humor style was positively associated with meme usage in relationships, whereas having an affiliative humor style was negatively related to meme usage. Further, sending memes to fulfill the humor function of enjoyment was positively associated with relational satisfaction, whereas sending memes for the function of apology was negatively associated with relational satisfaction. Participants reported sharing memes most frequently in their closest relationships. Results demonstrate that the sharing of memes plays a meaningful role in many close relationships, and that the role of memes in relationships is partially a function of humor orientation of the individual and humor-related goals of the meme sharing.",260697032,0,31,
10.1007/S11199-019-01109-W,Men Are Funnier than Women under a Condition of Low Self-Efficacy but Women Are Funnier than Men under a Condition of High Self-Efficacy,"Tracy L. Caldwell, Paulina Wojtach",Sex Roles,2020,"The debate about whether women can be as funny as men pervades the popular press, and research has sometimes supported the stereotype that men are funnier (Mickes et al. 2011). The goal of the present research was to determine whether this gender difference can be explained by differences in beliefs about one’s capability for humor (“humor self-efficacy”). Male and female U.S. undergraduates (n = 64) generated captions for 20 cartoons and rated their own humor self-efficacy. Subsequently, an independent sample of 370 Amazon Mechanical Turk (MTurk) users evaluated these captions in a knockout-style tournament in which pairs of captions were presented with each of the cartoons. Each participant was randomly assigned to evaluate captions which were authored by men and women selected to be either low or high in humor self-efficacy. In the initial round of the tournament, each caption was authored by a man and a woman matched for comparable levels of self-identified humor self-efficacy. In subsequent rounds, the remaining captions were paired randomly. MTurk users, unaware of the captioners’ gender, selected the captions of men as funnier only under the low self-efficacy condition and those of women as funnier under the high self-efficacy condition. These data suggest that self-efficacy may be a critical determinant of the successful performance of humor. When people say that women are not funny, they may be relying on an unfounded stereotype. We discuss how this stereotype may negatively affect perceptions of women in the workplace and other settings.",172969024,4,64,
10.2466/07.17.PR0.107.4.145-156,Men's Sense of Humor and Women's Responses to Courtship Solicitations: An Experimental Field Study,N. Guéguen,Psychological reports,2010,"Producing humor might function as a fitness indicator associated with greater desirability during dating selection. A male confederate in a bar was instructed to tell (or not tell) funny jokes to two other male confederates. A few minutes later, when the second of two male confederates left, the first male confederate asked a female who was near his table and who had heard the funny jokes for her phone number. The previous expression of humor was associated with greater compliance with the male confederate's request and with a higher positive evaluation. The possible effects of humor are discussed from an evolutionary perspective.",27867510,19,16,20923058
10.1111/J.1475-6811.2012.01410.X,My funny valentine: How humor styles affect romantic interest,"T. DiDonato, Mellisha C. Bedminster, Joanna J. Machel",(missing journal),2013,"Humor tends to predict romantic attraction, but does the style in which it is communicated matter? This study uses experimental methods to test the effects of positive and negative humor styles on short-term and long-term romantic interest. The authors randomly assigned 251 participants to read 1 of 4 relationship initiation vignettes depicting either an affiliative or aggressive humor style. Participants reported their short-term and long-term interest and made judgments of the relationship initiator's competence and warmth. Results support a fitness indicator model of humor style's role in relationship initiation; positive styles were preferred for long-term relationships while competence and warmth inferences predicted long-term attraction. The findings are discussed within the broader context of mate selection goals and challenges.",29432484,37,57,
